,a_length_bin,a_V_segment_spec,a_V_segment_agg,a_kidera1,a_kidera2,a_kidera3,a_kidera4,a_kidera5,a_kidera6,a_kidera7,a_kidera8,a_kidera9,a_kidera10,b_length_bin,b_V_segment_spec,b_V_segment_agg,b_kidera1,b_kidera2,b_kidera3,b_kidera4,b_kidera5,b_kidera6,b_kidera7,b_kidera8,b_kidera9,b_kidera10,are_paired
123,5.0,1.0,0.0,5.0,2.0,1.0,5.0,3.0,3.0,8.0,7.0,2.0,7.0,1.0,8.0,2.0,4.0,6.0,3.0,5.0,3.0,5.0,6.0,6.0,7.0,4.0,1.0
124,5.0,6.0,0.0,4.0,6.0,7.0,6.0,5.0,3.0,4.0,3.0,5.0,5.0,3.0,2.0,4.0,4.0,7.0,3.0,6.0,4.0,4.0,4.0,5.0,7.0,4.0,1.0
125,4.0,4.0,1.0,1.0,5.0,3.0,5.0,7.0,2.0,7.0,4.0,5.0,3.0,3.0,8.0,2.0,6.0,7.0,4.0,4.0,4.0,4.0,3.0,4.0,8.0,6.0,1.0
126,5.0,3.0,0.0,5.0,5.0,2.0,6.0,6.0,3.0,7.0,2.0,4.0,5.0,2.0,8.0,3.0,5.0,3.0,4.0,2.0,4.0,3.0,5.0,5.0,4.0,6.0,1.0
127,5.0,3.0,0.0,6.0,6.0,4.0,5.0,4.0,4.0,5.0,3.0,3.0,3.0,3.0,8.0,3.0,4.0,5.0,2.0,2.0,3.0,4.0,3.0,3.0,5.0,2.0,1.0
128,5.0,1.0,0.0,7.0,2.0,3.0,4.0,5.0,4.0,7.0,8.0,2.0,3.0,1.0,1.0,2.0,4.0,4.0,6.0,6.0,3.0,5.0,2.0,3.0,4.0,5.0,1.0
129,3.0,9.0,3.0,2.0,6.0,4.0,5.0,5.0,5.0,6.0,5.0,6.0,4.0,3.0,1.0,2.0,6.0,2.0,4.0,3.0,6.0,4.0,4.0,5.0,3.0,6.0,1.0
130,5.0,5.0,0.0,5.0,6.0,6.0,7.0,5.0,3.0,3.0,3.0,5.0,5.0,2.0,8.0,2.0,1.0,3.0,2.0,5.0,1.0,5.0,6.0,6.0,5.0,5.0,1.0
131,5.0,1.0,0.0,7.0,1.0,3.0,5.0,5.0,4.0,7.0,8.0,1.0,3.0,1.0,1.0,2.0,6.0,5.0,7.0,7.0,3.0,6.0,3.0,3.0,4.0,5.0,1.0
132,4.0,9.0,0.0,6.0,4.0,4.0,6.0,8.0,3.0,5.0,1.0,3.0,5.0,4.0,0.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,5.0,5.0,5.0,1.0
133,3.0,1.0,7.0,2.0,5.0,1.0,6.0,3.0,5.0,4.0,3.0,6.0,5.0,0.0,8.0,2.0,5.0,6.0,8.0,6.0,2.0,6.0,4.0,6.0,5.0,6.0,1.0
134,7.0,2.0,5.0,6.0,3.0,5.0,5.0,5.0,8.0,8.0,8.0,2.0,4.0,5.0,1.0,1.0,1.0,6.0,5.0,4.0,2.0,2.0,5.0,3.0,5.0,6.0,1.0
135,5.0,2.0,3.0,6.0,4.0,5.0,4.0,4.0,1.0,4.0,2.0,2.0,7.0,1.0,2.0,1.0,7.0,3.0,5.0,4.0,6.0,5.0,5.0,4.0,3.0,3.0,1.0
136,6.0,9.0,0.0,6.0,5.0,4.0,8.0,4.0,4.0,5.0,3.0,4.0,7.0,4.0,8.0,3.0,4.0,6.0,3.0,4.0,3.0,5.0,5.0,6.0,6.0,4.0,1.0
137,5.0,1.0,0.0,7.0,1.0,3.0,5.0,5.0,4.0,7.0,8.0,1.0,3.0,1.0,1.0,2.0,5.0,6.0,5.0,8.0,1.0,6.0,2.0,3.0,4.0,5.0,1.0
138,6.0,1.0,0.0,7.0,4.0,4.0,4.0,6.0,1.0,7.0,4.0,2.0,7.0,3.0,9.0,0.0,3.0,6.0,5.0,2.0,3.0,5.0,3.0,4.0,4.0,4.0,1.0
139,3.0,9.0,3.0,2.0,6.0,4.0,5.0,6.0,6.0,2.0,5.0,6.0,4.0,3.0,2.0,1.0,2.0,6.0,4.0,5.0,4.0,5.0,3.0,5.0,4.0,3.0,1.0
140,5.0,9.0,3.0,4.0,5.0,6.0,7.0,6.0,4.0,4.0,3.0,4.0,5.0,3.0,8.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,5.0,4.0,5.0,1.0
141,5.0,1.0,0.0,6.0,2.0,2.0,5.0,5.0,5.0,7.0,7.0,2.0,3.0,1.0,1.0,2.0,5.0,3.0,5.0,4.0,2.0,4.0,5.0,5.0,3.0,6.0,1.0
142,6.0,1.0,0.0,6.0,4.0,6.0,5.0,6.0,3.0,4.0,4.0,2.0,5.0,1.0,1.0,2.0,6.0,5.0,5.0,4.0,7.0,6.0,2.0,2.0,6.0,3.0,1.0
143,4.0,9.0,3.0,6.0,3.0,4.0,5.0,6.0,4.0,3.0,3.0,4.0,6.0,3.0,0.0,0.0,6.0,6.0,3.0,7.0,4.0,7.0,4.0,5.0,5.0,3.0,1.0
144,1.0,1.0,0.0,5.0,8.0,2.0,6.0,3.0,8.0,4.0,5.0,6.0,8.0,7.0,0.0,1.0,2.0,4.0,2.0,7.0,2.0,6.0,3.0,5.0,5.0,6.0,1.0
145,6.0,4.0,0.0,7.0,4.0,3.0,6.0,4.0,4.0,8.0,7.0,2.0,7.0,3.0,1.0,4.0,6.0,5.0,7.0,7.0,3.0,6.0,3.0,3.0,4.0,5.0,1.0
146,5.0,7.0,4.0,6.0,3.0,5.0,5.0,6.0,4.0,5.0,5.0,3.0,4.0,3.0,2.0,1.0,8.0,7.0,6.0,4.0,3.0,5.0,3.0,4.0,6.0,6.0,1.0
147,5.0,3.0,0.0,7.0,4.0,4.0,5.0,6.0,2.0,8.0,6.0,2.0,6.0,3.0,8.0,3.0,4.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,4.0,5.0,1.0
148,5.0,7.0,4.0,5.0,4.0,5.0,6.0,6.0,4.0,5.0,5.0,4.0,3.0,3.0,2.0,1.0,3.0,3.0,3.0,4.0,2.0,4.0,3.0,5.0,3.0,6.0,1.0
149,5.0,6.0,1.0,7.0,6.0,5.0,4.0,8.0,5.0,5.0,6.0,3.0,4.0,3.0,2.0,1.0,8.0,5.0,7.0,5.0,5.0,8.0,5.0,4.0,5.0,5.0,1.0
150,6.0,8.0,8.0,6.0,5.0,4.0,9.0,4.0,6.0,4.0,5.0,3.0,5.0,2.0,2.0,6.0,5.0,5.0,5.0,6.0,4.0,5.0,5.0,5.0,5.0,3.0,1.0
151,4.0,1.0,0.0,5.0,7.0,6.0,3.0,6.0,5.0,6.0,7.0,7.0,0.0,1.0,6.0,4.0,3.0,7.0,5.0,5.0,5.0,6.0,5.0,3.0,3.0,2.0,1.0
152,3.0,9.0,3.0,2.0,6.0,4.0,5.0,5.0,5.0,6.0,5.0,6.0,4.0,3.0,1.0,2.0,5.0,2.0,6.0,4.0,4.0,4.0,4.0,5.0,3.0,4.0,1.0
153,3.0,9.0,3.0,3.0,5.0,5.0,5.0,5.0,3.0,3.0,2.0,5.0,6.0,3.0,5.0,0.0,9.0,2.0,6.0,2.0,5.0,4.0,4.0,6.0,2.0,7.0,1.0
154,6.0,1.0,0.0,6.0,2.0,4.0,6.0,5.0,3.0,3.0,4.0,2.0,4.0,1.0,1.0,2.0,4.0,6.0,6.0,5.0,2.0,5.0,2.0,4.0,5.0,3.0,1.0
155,5.0,1.0,0.0,3.0,7.0,6.0,8.0,4.0,6.0,5.0,4.0,4.0,5.0,7.0,2.0,6.0,5.0,8.0,5.0,8.0,2.0,6.0,3.0,4.0,5.0,6.0,1.0
156,6.0,3.0,0.0,7.0,5.0,5.0,6.0,5.0,3.0,5.0,5.0,4.0,4.0,2.0,3.0,0.0,4.0,6.0,5.0,6.0,4.0,6.0,2.0,5.0,7.0,6.0,1.0
157,5.0,1.0,4.0,4.0,8.0,2.0,4.0,2.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,1.0,3.0,2.0,5.0,3.0,3.0,4.0,4.0,5.0,4.0,5.0,1.0
158,5.0,8.0,6.0,6.0,5.0,4.0,7.0,5.0,4.0,4.0,5.0,5.0,2.0,2.0,1.0,2.0,4.0,4.0,4.0,1.0,3.0,5.0,2.0,5.0,3.0,5.0,1.0
159,5.0,1.0,2.0,8.0,3.0,4.0,5.0,6.0,5.0,7.0,8.0,3.0,2.0,1.0,1.0,2.0,5.0,5.0,7.0,6.0,3.0,6.0,2.0,3.0,5.0,4.0,1.0
160,5.0,1.0,0.0,6.0,2.0,4.0,5.0,4.0,4.0,7.0,7.0,2.0,8.0,1.0,2.0,0.0,7.0,4.0,5.0,3.0,5.0,4.0,5.0,5.0,4.0,6.0,1.0
161,6.0,1.0,0.0,6.0,4.0,5.0,6.0,5.0,3.0,4.0,4.0,3.0,6.0,6.0,3.0,0.0,5.0,4.0,3.0,2.0,2.0,4.0,4.0,6.0,2.0,6.0,1.0
162,7.0,1.0,6.0,6.0,4.0,4.0,5.0,7.0,4.0,6.0,6.0,3.0,5.0,3.0,1.0,2.0,7.0,3.0,7.0,2.0,4.0,4.0,3.0,6.0,3.0,5.0,1.0
163,5.0,3.0,0.0,6.0,5.0,7.0,3.0,7.0,3.0,6.0,6.0,0.0,8.0,2.0,3.0,0.0,6.0,2.0,5.0,3.0,5.0,4.0,6.0,7.0,3.0,4.0,1.0
164,5.0,7.0,3.0,4.0,4.0,4.0,5.0,5.0,3.0,5.0,4.0,4.0,3.0,3.0,2.0,1.0,2.0,4.0,3.0,5.0,0.0,4.0,3.0,4.0,5.0,6.0,1.0
165,5.0,7.0,4.0,5.0,4.0,5.0,5.0,6.0,4.0,4.0,4.0,3.0,4.0,3.0,8.0,3.0,3.0,4.0,3.0,4.0,2.0,2.0,2.0,3.0,4.0,6.0,1.0
166,5.0,0.0,9.0,3.0,5.0,3.0,5.0,6.0,4.0,2.0,5.0,5.0,4.0,3.0,3.0,2.0,7.0,4.0,4.0,4.0,5.0,6.0,5.0,5.0,5.0,3.0,1.0
167,5.0,1.0,0.0,8.0,2.0,4.0,5.0,6.0,4.0,5.0,6.0,1.0,3.0,1.0,1.0,2.0,6.0,7.0,6.0,6.0,3.0,5.0,2.0,4.0,4.0,5.0,1.0
168,5.0,1.0,1.0,6.0,2.0,3.0,5.0,6.0,5.0,6.0,7.0,3.0,4.0,1.0,1.0,2.0,5.0,5.0,7.0,6.0,3.0,6.0,1.0,3.0,4.0,4.0,1.0
169,6.0,7.0,0.0,5.0,4.0,7.0,4.0,6.0,3.0,3.0,4.0,2.0,6.0,1.0,6.0,4.0,7.0,3.0,7.0,3.0,4.0,4.0,6.0,6.0,2.0,7.0,1.0
170,5.0,1.0,7.0,5.0,5.0,3.0,5.0,6.0,3.0,6.0,6.0,4.0,4.0,0.0,8.0,2.0,8.0,3.0,6.0,6.0,3.0,6.0,4.0,6.0,4.0,6.0,1.0
171,6.0,1.0,4.0,4.0,7.0,3.0,5.0,4.0,4.0,4.0,3.0,5.0,4.0,4.0,1.0,2.0,4.0,2.0,5.0,1.0,4.0,5.0,4.0,7.0,4.0,4.0,1.0
172,5.0,6.0,0.0,3.0,4.0,5.0,7.0,2.0,4.0,6.0,3.0,4.0,7.0,1.0,6.0,6.0,7.0,2.0,7.0,4.0,4.0,5.0,3.0,6.0,3.0,4.0,1.0
173,5.0,1.0,2.0,7.0,6.0,4.0,7.0,7.0,6.0,5.0,5.0,5.0,0.0,1.0,4.0,9.0,7.0,3.0,5.0,4.0,4.0,4.0,6.0,7.0,2.0,6.0,1.0
174,5.0,1.0,0.0,5.0,3.0,3.0,7.0,5.0,4.0,5.0,3.0,4.0,5.0,3.0,2.0,6.0,4.0,3.0,4.0,3.0,3.0,2.0,4.0,3.0,4.0,6.0,1.0
175,5.0,8.0,6.0,6.0,5.0,4.0,7.0,5.0,4.0,4.0,5.0,5.0,2.0,2.0,1.0,2.0,4.0,4.0,4.0,4.0,3.0,6.0,3.0,6.0,5.0,3.0,1.0
176,5.0,8.0,3.0,4.0,3.0,5.0,6.0,6.0,4.0,5.0,2.0,3.0,5.0,3.0,0.0,9.0,7.0,7.0,5.0,5.0,3.0,3.0,3.0,4.0,6.0,6.0,1.0
177,6.0,7.0,9.0,2.0,3.0,5.0,5.0,6.0,1.0,4.0,2.0,3.0,5.0,2.0,8.0,3.0,6.0,3.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0,5.0,1.0
178,5.0,7.0,0.0,5.0,4.0,4.0,6.0,5.0,4.0,4.0,4.0,4.0,4.0,2.0,7.0,6.0,4.0,3.0,5.0,4.0,2.0,3.0,2.0,3.0,3.0,5.0,1.0
179,6.0,1.0,0.0,2.0,4.0,2.0,6.0,2.0,5.0,8.0,6.0,3.0,6.0,7.0,3.0,0.0,7.0,2.0,5.0,3.0,5.0,4.0,7.0,7.0,2.0,5.0,1.0
180,6.0,7.0,9.0,7.0,2.0,4.0,6.0,6.0,4.0,7.0,6.0,2.0,5.0,2.0,8.0,3.0,6.0,4.0,3.0,3.0,2.0,3.0,4.0,4.0,5.0,7.0,1.0
181,5.0,9.0,4.0,3.0,5.0,4.0,6.0,5.0,2.0,8.0,2.0,4.0,6.0,3.0,1.0,2.0,6.0,3.0,3.0,5.0,5.0,5.0,6.0,5.0,3.0,4.0,1.0
182,6.0,2.0,5.0,6.0,5.0,6.0,6.0,6.0,6.0,7.0,7.0,3.0,4.0,5.0,1.0,1.0,4.0,5.0,3.0,6.0,5.0,4.0,6.0,5.0,5.0,4.0,1.0
183,5.0,6.0,0.0,7.0,5.0,5.0,5.0,7.0,2.0,5.0,5.0,2.0,7.0,3.0,8.0,3.0,5.0,1.0,2.0,0.0,4.0,2.0,6.0,5.0,5.0,5.0,1.0
184,5.0,6.0,0.0,5.0,4.0,8.0,5.0,6.0,4.0,6.0,5.0,3.0,4.0,3.0,4.0,0.0,5.0,4.0,3.0,6.0,4.0,5.0,3.0,4.0,4.0,4.0,1.0
185,5.0,7.0,4.0,4.0,4.0,4.0,5.0,5.0,3.0,5.0,4.0,4.0,3.0,3.0,0.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,5.0,6.0,1.0
186,5.0,7.0,4.0,5.0,5.0,5.0,6.0,7.0,3.0,5.0,4.0,4.0,4.0,3.0,3.0,1.0,4.0,3.0,3.0,4.0,2.0,3.0,3.0,5.0,4.0,6.0,1.0
187,5.0,5.0,8.0,8.0,5.0,4.0,5.0,6.0,3.0,6.0,7.0,3.0,7.0,3.0,1.0,2.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,5.0,5.0,4.0,1.0
188,5.0,7.0,0.0,5.0,2.0,2.0,6.0,5.0,3.0,4.0,4.0,2.0,4.0,1.0,0.0,9.0,5.0,5.0,3.0,4.0,3.0,4.0,3.0,5.0,4.0,5.0,1.0
189,5.0,0.0,1.0,5.0,4.0,6.0,5.0,6.0,3.0,6.0,3.0,3.0,6.0,0.0,2.0,1.0,4.0,4.0,3.0,2.0,4.0,3.0,5.0,5.0,5.0,5.0,1.0
190,5.0,1.0,0.0,7.0,5.0,4.0,5.0,6.0,5.0,5.0,8.0,6.0,2.0,2.0,4.0,9.0,7.0,4.0,4.0,6.0,7.0,7.0,5.0,5.0,5.0,3.0,1.0
191,6.0,9.0,4.0,5.0,4.0,3.0,7.0,6.0,3.0,6.0,3.0,1.0,4.0,3.0,8.0,3.0,7.0,5.0,4.0,3.0,3.0,3.0,4.0,4.0,5.0,6.0,1.0
192,5.0,1.0,0.0,5.0,5.0,4.0,7.0,4.0,3.0,5.0,4.0,4.0,6.0,3.0,8.0,1.0,7.0,3.0,4.0,3.0,5.0,5.0,7.0,8.0,4.0,4.0,1.0
193,6.0,5.0,1.0,6.0,2.0,4.0,5.0,6.0,4.0,6.0,8.0,2.0,2.0,2.0,1.0,2.0,4.0,6.0,6.0,5.0,2.0,5.0,2.0,4.0,5.0,3.0,1.0
194,4.0,3.0,5.0,4.0,5.0,4.0,6.0,4.0,2.0,7.0,3.0,4.0,6.0,3.0,7.0,6.0,5.0,6.0,3.0,4.0,2.0,6.0,5.0,6.0,3.0,4.0,1.0
195,6.0,1.0,0.0,5.0,4.0,5.0,7.0,6.0,5.0,7.0,5.0,3.0,5.0,7.0,2.0,4.0,6.0,5.0,3.0,5.0,4.0,7.0,4.0,6.0,3.0,4.0,1.0
196,5.0,7.0,4.0,5.0,4.0,5.0,5.0,6.0,4.0,4.0,4.0,3.0,4.0,3.0,9.0,1.0,2.0,8.0,4.0,3.0,3.0,5.0,5.0,5.0,6.0,6.0,1.0
197,5.0,1.0,2.0,8.0,3.0,4.0,5.0,6.0,5.0,7.0,8.0,3.0,2.0,1.0,1.0,2.0,3.0,4.0,6.0,4.0,3.0,3.0,4.0,4.0,4.0,6.0,1.0
198,5.0,6.0,1.0,7.0,5.0,5.0,7.0,4.0,3.0,3.0,2.0,5.0,6.0,3.0,2.0,1.0,5.0,5.0,2.0,4.0,3.0,7.0,5.0,6.0,1.0,4.0,1.0
199,5.0,1.0,0.0,4.0,5.0,2.0,5.0,3.0,3.0,2.0,2.0,4.0,2.0,3.0,1.0,2.0,5.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,3.0,1.0
200,5.0,7.0,0.0,6.0,3.0,5.0,5.0,6.0,4.0,5.0,5.0,3.0,4.0,2.0,2.0,8.0,6.0,5.0,3.0,5.0,5.0,4.0,2.0,3.0,5.0,4.0,1.0
201,7.0,1.0,1.0,3.0,5.0,5.0,6.0,4.0,5.0,4.0,4.0,4.0,8.0,0.0,3.0,0.0,4.0,5.0,3.0,7.0,2.0,6.0,2.0,4.0,5.0,5.0,1.0
202,6.0,1.0,0.0,6.0,3.0,4.0,6.0,6.0,4.0,5.0,6.0,3.0,5.0,1.0,1.0,2.0,4.0,6.0,6.0,5.0,2.0,5.0,2.0,4.0,5.0,3.0,1.0
203,6.0,8.0,0.0,5.0,4.0,5.0,6.0,6.0,4.0,4.0,4.0,2.0,5.0,3.0,8.0,3.0,4.0,7.0,5.0,4.0,2.0,4.0,5.0,5.0,6.0,5.0,1.0
204,3.0,9.0,3.0,2.0,6.0,2.0,7.0,5.0,3.0,3.0,5.0,7.0,4.0,3.0,2.0,8.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,5.0,4.0,4.0,1.0
205,6.0,5.0,0.0,8.0,2.0,4.0,5.0,6.0,5.0,6.0,8.0,1.0,4.0,2.0,1.0,2.0,5.0,6.0,7.0,6.0,3.0,5.0,1.0,4.0,3.0,5.0,1.0
206,5.0,7.0,0.0,6.0,3.0,5.0,5.0,6.0,4.0,5.0,5.0,3.0,4.0,2.0,2.0,8.0,4.0,3.0,3.0,4.0,2.0,3.0,3.0,5.0,4.0,6.0,1.0
207,3.0,1.0,7.0,5.0,7.0,2.0,7.0,6.0,7.0,3.0,4.0,7.0,5.0,0.0,8.0,2.0,7.0,5.0,7.0,7.0,2.0,7.0,6.0,6.0,4.0,7.0,1.0
208,5.0,7.0,4.0,5.0,4.0,5.0,6.0,6.0,4.0,5.0,5.0,4.0,3.0,3.0,2.0,0.0,4.0,1.0,3.0,2.0,3.0,2.0,5.0,6.0,2.0,6.0,1.0
209,5.0,3.0,0.0,7.0,4.0,4.0,5.0,6.0,2.0,8.0,6.0,2.0,6.0,3.0,8.0,3.0,3.0,5.0,4.0,4.0,3.0,4.0,6.0,5.0,5.0,5.0,1.0
210,5.0,1.0,0.0,7.0,4.0,4.0,5.0,5.0,5.0,7.0,6.0,5.0,3.0,1.0,1.0,4.0,6.0,3.0,7.0,2.0,5.0,6.0,3.0,6.0,3.0,3.0,1.0
211,5.0,1.0,0.0,6.0,2.0,2.0,5.0,5.0,5.0,7.0,7.0,2.0,3.0,1.0,1.0,2.0,3.0,4.0,6.0,4.0,2.0,4.0,4.0,5.0,5.0,5.0,1.0
212,6.0,9.0,0.0,6.0,5.0,4.0,8.0,4.0,4.0,5.0,3.0,4.0,7.0,4.0,8.0,3.0,5.0,6.0,4.0,5.0,3.0,5.0,4.0,6.0,5.0,5.0,1.0
213,5.0,1.0,0.0,7.0,6.0,5.0,8.0,6.0,7.0,7.0,5.0,2.0,5.0,7.0,3.0,0.0,7.0,2.0,5.0,4.0,5.0,4.0,5.0,6.0,2.0,4.0,1.0
214,5.0,3.0,0.0,7.0,4.0,4.0,4.0,5.0,4.0,6.0,6.0,1.0,3.0,3.0,8.0,3.0,3.0,5.0,3.0,2.0,2.0,5.0,3.0,6.0,3.0,5.0,1.0
215,5.0,5.0,8.0,3.0,4.0,6.0,7.0,6.0,5.0,6.0,2.0,3.0,4.0,3.0,0.0,3.0,6.0,4.0,5.0,5.0,3.0,4.0,1.0,3.0,4.0,5.0,1.0
216,3.0,6.0,2.0,6.0,8.0,5.0,5.0,4.0,4.0,5.0,5.0,8.0,2.0,3.0,2.0,8.0,5.0,4.0,5.0,4.0,3.0,4.0,2.0,4.0,6.0,4.0,1.0
217,5.0,5.0,0.0,8.0,4.0,6.0,4.0,6.0,4.0,5.0,8.0,3.0,4.0,3.0,3.0,2.0,6.0,5.0,4.0,3.0,3.0,5.0,5.0,7.0,2.0,5.0,1.0
218,6.0,3.0,2.0,5.0,4.0,3.0,4.0,5.0,1.0,5.0,5.0,4.0,5.0,2.0,2.0,1.0,5.0,3.0,4.0,3.0,4.0,6.0,7.0,7.0,5.0,4.0,1.0
219,6.0,4.0,0.0,7.0,3.0,3.0,6.0,5.0,6.0,7.0,8.0,3.0,1.0,3.0,1.0,2.0,5.0,5.0,3.0,6.0,3.0,6.0,3.0,5.0,5.0,3.0,1.0
220,3.0,1.0,0.0,4.0,4.0,3.0,5.0,6.0,2.0,6.0,4.0,5.0,4.0,1.0,1.0,0.0,3.0,1.0,1.0,2.0,3.0,5.0,5.0,7.0,3.0,5.0,1.0
221,5.0,2.0,9.0,4.0,5.0,4.0,5.0,5.0,3.0,4.0,3.0,6.0,4.0,3.0,8.0,3.0,6.0,4.0,3.0,2.0,5.0,3.0,6.0,4.0,4.0,5.0,1.0
222,6.0,7.0,0.0,7.0,3.0,4.0,6.0,5.0,2.0,3.0,4.0,2.0,4.0,1.0,2.0,1.0,6.0,4.0,5.0,3.0,4.0,6.0,7.0,7.0,4.0,5.0,1.0
223,3.0,9.0,3.0,4.0,5.0,4.0,5.0,5.0,4.0,3.0,6.0,6.0,5.0,3.0,4.0,6.0,6.0,4.0,6.0,7.0,3.0,6.0,3.0,4.0,3.0,5.0,1.0
224,3.0,7.0,0.0,5.0,7.0,6.0,5.0,5.0,5.0,3.0,4.0,4.0,1.0,2.0,7.0,6.0,3.0,4.0,3.0,5.0,3.0,2.0,2.0,4.0,4.0,6.0,1.0
225,5.0,8.0,3.0,6.0,1.0,2.0,6.0,5.0,3.0,7.0,7.0,1.0,5.0,3.0,2.0,0.0,7.0,5.0,3.0,5.0,4.0,5.0,4.0,6.0,2.0,5.0,1.0
226,3.0,7.0,0.0,6.0,5.0,5.0,4.0,5.0,5.0,6.0,6.0,1.0,3.0,2.0,2.0,1.0,3.0,5.0,4.0,5.0,1.0,4.0,2.0,4.0,5.0,7.0,1.0
227,5.0,2.0,9.0,4.0,3.0,3.0,5.0,5.0,1.0,1.0,1.0,3.0,5.0,3.0,3.0,2.0,3.0,4.0,3.0,2.0,2.0,2.0,5.0,5.0,5.0,7.0,1.0
228,5.0,8.0,6.0,6.0,5.0,4.0,7.0,5.0,4.0,4.0,5.0,5.0,2.0,2.0,1.0,2.0,5.0,3.0,5.0,3.0,4.0,6.0,5.0,7.0,3.0,3.0,1.0
229,8.0,9.0,0.0,8.0,4.0,1.0,6.0,5.0,3.0,3.0,4.0,4.0,6.0,4.0,3.0,0.0,4.0,5.0,2.0,4.0,2.0,5.0,3.0,5.0,4.0,4.0,1.0
230,4.0,4.0,1.0,4.0,3.0,3.0,5.0,6.0,5.0,6.0,5.0,4.0,0.0,3.0,1.0,2.0,5.0,6.0,7.0,5.0,3.0,5.0,1.0,4.0,4.0,3.0,1.0
231,5.0,3.0,0.0,7.0,4.0,4.0,5.0,6.0,2.0,8.0,6.0,2.0,6.0,3.0,8.0,3.0,5.0,1.0,8.0,2.0,5.0,4.0,4.0,6.0,3.0,6.0,1.0
232,5.0,2.0,3.0,6.0,3.0,4.0,7.0,3.0,4.0,5.0,3.0,1.0,7.0,1.0,0.0,2.0,4.0,5.0,5.0,2.0,5.0,2.0,6.0,6.0,4.0,6.0,1.0
233,5.0,7.0,0.0,5.0,5.0,2.0,6.0,4.0,4.0,2.0,5.0,3.0,4.0,2.0,8.0,3.0,3.0,6.0,5.0,4.0,5.0,3.0,5.0,3.0,5.0,3.0,1.0
234,5.0,5.0,8.0,3.0,4.0,5.0,6.0,6.0,4.0,5.0,3.0,4.0,4.0,3.0,0.0,3.0,6.0,5.0,5.0,6.0,4.0,6.0,4.0,3.0,3.0,4.0,1.0
235,5.0,5.0,8.0,5.0,5.0,7.0,7.0,7.0,5.0,7.0,1.0,3.0,4.0,3.0,0.0,3.0,3.0,3.0,3.0,2.0,2.0,1.0,5.0,5.0,4.0,7.0,1.0
236,5.0,3.0,0.0,5.0,5.0,6.0,6.0,8.0,2.0,3.0,2.0,5.0,5.0,3.0,8.0,3.0,5.0,5.0,4.0,3.0,4.0,3.0,4.0,5.0,3.0,5.0,1.0
237,6.0,3.0,0.0,5.0,5.0,3.0,5.0,7.0,3.0,4.0,3.0,3.0,5.0,3.0,0.0,3.0,5.0,5.0,3.0,4.0,4.0,4.0,3.0,3.0,5.0,5.0,1.0
238,5.0,7.0,9.0,4.0,4.0,5.0,7.0,6.0,4.0,3.0,5.0,4.0,5.0,2.0,3.0,0.0,7.0,2.0,4.0,4.0,5.0,5.0,3.0,5.0,4.0,3.0,1.0
239,6.0,5.0,9.0,5.0,5.0,7.0,7.0,6.0,4.0,5.0,5.0,1.0,6.0,2.0,1.0,8.0,4.0,5.0,6.0,5.0,4.0,5.0,6.0,6.0,5.0,4.0,1.0
240,5.0,2.0,6.0,5.0,5.0,3.0,5.0,7.0,4.0,5.0,4.0,3.0,5.0,4.0,2.0,0.0,5.0,4.0,5.0,6.0,2.0,4.0,3.0,3.0,4.0,7.0,1.0
241,6.0,0.0,0.0,4.0,3.0,3.0,6.0,5.0,3.0,5.0,5.0,3.0,5.0,3.0,1.0,2.0,3.0,6.0,7.0,6.0,4.0,4.0,4.0,5.0,6.0,4.0,1.0
242,5.0,7.0,4.0,5.0,5.0,6.0,5.0,6.0,4.0,6.0,5.0,4.0,4.0,3.0,1.0,2.0,3.0,4.0,3.0,3.0,3.0,5.0,2.0,4.0,4.0,6.0,1.0
243,5.0,5.0,0.0,3.0,3.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,2.0,2.0,1.0,2.0,3.0,4.0,5.0,4.0,3.0,3.0,6.0,5.0,3.0,6.0,1.0
244,3.0,1.0,0.0,5.0,6.0,6.0,6.0,7.0,4.0,9.0,5.0,3.0,6.0,1.0,0.0,0.0,2.0,3.0,3.0,4.0,4.0,6.0,6.0,5.0,5.0,2.0,1.0
245,4.0,5.0,0.0,7.0,6.0,6.0,6.0,6.0,4.0,5.0,6.0,4.0,6.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,5.0,5.0,3.0,6.0,1.0
246,5.0,0.0,9.0,3.0,5.0,2.0,5.0,3.0,5.0,4.0,4.0,2.0,2.0,3.0,8.0,3.0,2.0,3.0,4.0,3.0,4.0,5.0,5.0,5.0,5.0,4.0,1.0
247,6.0,1.0,0.0,6.0,1.0,3.0,4.0,7.0,5.0,7.0,8.0,1.0,3.0,1.0,1.0,2.0,4.0,6.0,6.0,5.0,2.0,5.0,2.0,4.0,5.0,3.0,1.0
